item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00680,ORD-100256,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,0
ITM-00681,ORD-100256,PRD-210,Brown Bread,Bakery,4,40.0,0
ITM-00682,ORD-100256,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,0
ITM-00683,ORD-100256,PRD-503,Paneer 200g,Dairy,1,89.0,0
ITM-00684,ORD-100257,PRD-731,Tropicana Orange 1L,Beverages,2,99.0,0
ITM-00685,ORD-100257,PRD-501,Amul Butter 500g,Dairy,1,55.0,5
ITM-00686,ORD-100257,PRD-601,Tomatoes 1kg,Vegetables,4,35.0,10
ITM-00687,ORD-100257,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,10
ITM-00688,ORD-100258,PRD-603,Potatoes 1kg,Vegetables,3,22.0,10
ITM-00689,ORD-100258,PRD-401,Basmati Rice 5kg,Staples,3,320.0,5
ITM-00690,ORD-100259,PRD-731,Tropicana Orange 1L,Beverages,5,99.0,0
ITM-00691,ORD-100259,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
ITM-00692,ORD-100259,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,5
ITM-00693,ORD-100259,PRD-604,Spinach 500g,Vegetables,3,30.0,0
ITM-00694,ORD-100260,PRD-903,Head & Shoulders 180ml,Personal Care,5,199.0,0
ITM-00695,ORD-100260,PRD-604,Spinach 500g,Vegetables,1,30.0,0
ITM-00696,ORD-100260,PRD-801,Lays Classic Salted,Snacks,2,20.0,10
ITM-00697,ORD-100260,PRD-901,Colgate MaxFresh 150g,Personal Care,1,89.0,0
ITM-00698,ORD-100261,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,15
ITM-00699,ORD-100262,PRD-801,Lays Classic Salted,Snacks,1,20.0,15
ITM-00700,ORD-100262,PRD-209,Whole Wheat Bread,Bakery,2,45.0,10
ITM-00701,ORD-100263,PRD-209,Whole Wheat Bread,Bakery,5,45.0,0
ITM-00702,ORD-100263,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,10
ITM-00703,ORD-100263,PRD-802,Britannia Good Day,Snacks,5,35.0,5
ITM-00704,ORD-100263,PRD-601,Tomatoes 1kg,Vegetables,3,35.0,0
ITM-00705,ORD-100264,PRD-403,Aashirvaad Atta 5kg,Staples,1,265.0,15
ITM-00706,ORD-100264,PRD-603,Potatoes 1kg,Vegetables,1,22.0,0
ITM-00707,ORD-100264,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,0
ITM-00708,ORD-100265,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,0
ITM-00709,ORD-100265,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00710,ORD-100265,PRD-733,Bisleri Water 1L,Beverages,1,20.0,10
ITM-00711,ORD-100265,PRD-803,Maggi 12-pack,Snacks,4,144.0,10
ITM-00712,ORD-100266,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,0
ITM-00713,ORD-100266,PRD-803,Maggi 12-pack,Snacks,3,144.0,0
ITM-00714,ORD-100266,PRD-601,Tomatoes 1kg,Vegetables,4,35.0,5
ITM-00715,ORD-100267,PRD-402,Toor Dal 1kg,Staples,2,145.0,0
ITM-00716,ORD-100267,PRD-801,Lays Classic Salted,Snacks,1,20.0,15
ITM-00717,ORD-100268,PRD-503,Paneer 200g,Dairy,1,89.0,10
ITM-00718,ORD-100268,PRD-604,Spinach 500g,Vegetables,4,30.0,0
ITM-00719,ORD-100268,PRD-803,Maggi 12-pack,Snacks,1,144.0,5
ITM-00720,ORD-100269,PRD-732,Real Guava Juice 1L,Beverages,3,85.0,5
ITM-00721,ORD-100269,PRD-503,Paneer 200g,Dairy,3,89.0,15
ITM-00722,ORD-100270,PRD-403,Aashirvaad Atta 5kg,Staples,4,265.0,10
ITM-00723,ORD-100270,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,5
ITM-00724,ORD-100271,PRD-501,Amul Butter 500g,Dairy,3,55.0,5
ITM-00725,ORD-100271,PRD-402,Toor Dal 1kg,Staples,4,145.0,0
ITM-00726,ORD-100271,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00727,ORD-100272,PRD-733,Bisleri Water 1L,Beverages,2,20.0,0
ITM-00728,ORD-100273,PRD-732,Real Guava Juice 1L,Beverages,3,85.0,5
ITM-00729,ORD-100273,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,10
ITM-00730,ORD-100273,PRD-801,Lays Classic Salted,Snacks,1,20.0,0
ITM-00731,ORD-100273,PRD-209,Whole Wheat Bread,Bakery,2,45.0,10
ITM-00732,ORD-100274,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,10
ITM-00733,ORD-100274,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00734,ORD-100274,PRD-401,Basmati Rice 5kg,Staples,3,320.0,5
ITM-00735,ORD-100275,PRD-602,Onions 1kg,Vegetables,5,28.0,0
ITM-00736,ORD-100275,PRD-401,Basmati Rice 5kg,Staples,4,320.0,10
ITM-00737,ORD-100276,PRD-801,Lays Classic Salted,Snacks,2,20.0,15
ITM-00738,ORD-100276,PRD-210,Brown Bread,Bakery,5,40.0,0
ITM-00739,ORD-100276,PRD-602,Onions 1kg,Vegetables,3,28.0,0
ITM-00740,ORD-100277,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00741,ORD-100277,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,10
ITM-00742,ORD-100277,PRD-209,Whole Wheat Bread,Bakery,5,45.0,0
ITM-00743,ORD-100278,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00744,ORD-100278,PRD-801,Lays Classic Salted,Snacks,4,20.0,5
ITM-00745,ORD-100278,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00746,ORD-100278,PRD-604,Spinach 500g,Vegetables,2,30.0,0
ITM-00747,ORD-100279,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,5
ITM-00748,ORD-100279,PRD-604,Spinach 500g,Vegetables,4,30.0,0
ITM-00749,ORD-100279,PRD-402,Toor Dal 1kg,Staples,5,145.0,15
ITM-00750,ORD-100279,PRD-603,Potatoes 1kg,Vegetables,4,22.0,15
ITM-00751,ORD-100280,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,5
ITM-00752,ORD-100281,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,5
ITM-00753,ORD-100281,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,0
ITM-00754,ORD-100281,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
ITM-00755,ORD-100282,PRD-902,Dettol Soap 75g,Personal Care,1,45.0,0
ITM-00756,ORD-100282,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,15
ITM-00757,ORD-100282,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00758,ORD-100283,PRD-803,Maggi 12-pack,Snacks,2,144.0,0
ITM-00759,ORD-100283,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,15
ITM-00760,ORD-100283,PRD-210,Brown Bread,Bakery,1,40.0,5
ITM-00761,ORD-100284,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00762,ORD-100285,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00763,ORD-100286,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,0
ITM-00764,ORD-100287,PRD-210,Brown Bread,Bakery,1,40.0,15
ITM-00765,ORD-100288,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,0
ITM-00766,ORD-100288,PRD-503,Paneer 200g,Dairy,4,89.0,0
ITM-00767,ORD-100288,PRD-401,Basmati Rice 5kg,Staples,4,320.0,10
ITM-00768,ORD-100289,PRD-209,Whole Wheat Bread,Bakery,5,45.0,15
ITM-00769,ORD-100290,PRD-210,Brown Bread,Bakery,4,40.0,10
ITM-00770,ORD-100290,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,5
ITM-00771,ORD-100290,PRD-803,Maggi 12-pack,Snacks,2,144.0,10
ITM-00772,ORD-100291,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,0
ITM-00773,ORD-100291,PRD-802,Britannia Good Day,Snacks,2,35.0,15
ITM-00774,ORD-100291,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00775,ORD-100292,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,0
ITM-00776,ORD-100293,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,10
ITM-00777,ORD-100293,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
ITM-00778,ORD-100293,PRD-401,Basmati Rice 5kg,Staples,2,320.0,10
ITM-00779,ORD-100293,PRD-803,Maggi 12-pack,Snacks,3,144.0,0
ITM-00780,ORD-100294,PRD-803,Maggi 12-pack,Snacks,4,144.0,0
ITM-00781,ORD-100294,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00782,ORD-100295,PRD-731,Tropicana Orange 1L,Beverages,2,99.0,0
ITM-00783,ORD-100295,PRD-801,Lays Classic Salted,Snacks,3,20.0,0
ITM-00784,ORD-100295,PRD-401,Basmati Rice 5kg,Staples,2,320.0,0
ITM-00785,ORD-100296,PRD-209,Whole Wheat Bread,Bakery,2,45.0,0
ITM-00786,ORD-100296,PRD-801,Lays Classic Salted,Snacks,1,20.0,5
ITM-00787,ORD-100297,PRD-209,Whole Wheat Bread,Bakery,5,45.0,15
ITM-00788,ORD-100298,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
ITM-00789,ORD-100298,PRD-209,Whole Wheat Bread,Bakery,1,45.0,0
ITM-00790,ORD-100298,PRD-733,Bisleri Water 1L,Beverages,5,20.0,10
ITM-00791,ORD-100298,PRD-210,Brown Bread,Bakery,5,40.0,0
ITM-00792,ORD-100299,PRD-210,Brown Bread,Bakery,1,40.0,5
ITM-00793,ORD-100300,PRD-402,Toor Dal 1kg,Staples,5,145.0,0
ITM-00794,ORD-100300,PRD-731,Tropicana Orange 1L,Beverages,4,99.0,10
ITM-00795,ORD-100300,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
ITM-00796,ORD-100301,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,0
ITM-00797,ORD-100301,PRD-903,Head & Shoulders 180ml,Personal Care,1,199.0,5
ITM-00798,ORD-100301,PRD-402,Toor Dal 1kg,Staples,1,145.0,0
ITM-00799,ORD-100301,PRD-603,Potatoes 1kg,Vegetables,4,22.0,5
ITM-00800,ORD-100302,PRD-401,Basmati Rice 5kg,Staples,5,320.0,5
ITM-00801,ORD-100303,PRD-602,Onions 1kg,Vegetables,2,28.0,0
ITM-00802,ORD-100303,PRD-803,Maggi 12-pack,Snacks,1,144.0,15
ITM-00803,ORD-100303,PRD-402,Toor Dal 1kg,Staples,5,145.0,5
ITM-00804,ORD-100303,PRD-802,Britannia Good Day,Snacks,1,35.0,10
ITM-00805,ORD-100304,PRD-402,Toor Dal 1kg,Staples,1,145.0,0
ITM-00806,ORD-100304,PRD-604,Spinach 500g,Vegetables,2,30.0,0
ITM-00807,ORD-100304,PRD-902,Dettol Soap 75g,Personal Care,5,45.0,15
ITM-00808,ORD-100304,PRD-903,Head & Shoulders 180ml,Personal Care,1,199.0,0
ITM-00809,ORD-100305,PRD-602,Onions 1kg,Vegetables,5,28.0,0
ITM-00810,ORD-100305,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,10
ITM-00811,ORD-100305,PRD-503,Paneer 200g,Dairy,4,89.0,0
ITM-00812,ORD-100306,PRD-902,Dettol Soap 75g,Personal Care,5,45.0,0
ITM-00813,ORD-100306,PRD-402,Toor Dal 1kg,Staples,2,145.0,5
ITM-00814,ORD-100306,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,0
ITM-00815,ORD-100306,PRD-602,Onions 1kg,Vegetables,5,28.0,5
ITM-00816,ORD-100307,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,15
ITM-00817,ORD-100307,PRD-602,Onions 1kg,Vegetables,4,28.0,5
ITM-00818,ORD-100307,PRD-210,Brown Bread,Bakery,5,40.0,5
ITM-00819,ORD-100307,PRD-503,Paneer 200g,Dairy,5,89.0,0
ITM-00820,ORD-100308,PRD-801,Lays Classic Salted,Snacks,4,20.0,10
ITM-00821,ORD-100308,PRD-733,Bisleri Water 1L,Beverages,5,20.0,0
ITM-00822,ORD-100309,PRD-210,Brown Bread,Bakery,5,40.0,0
ITM-00823,ORD-100310,PRD-802,Britannia Good Day,Snacks,4,35.0,10
ITM-00824,ORD-100310,PRD-501,Amul Butter 500g,Dairy,4,55.0,10
ITM-00825,ORD-100310,PRD-604,Spinach 500g,Vegetables,3,30.0,5
