item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00001,ORD-100001,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,10
ITM-00002,ORD-100001,PRD-503,Paneer 200g,Dairy,5,89.0,0
ITM-00003,ORD-100002,PRD-603,Potatoes 1kg,Vegetables,4,22.0,15
ITM-00004,ORD-100003,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,0
ITM-00005,ORD-100003,PRD-802,Britannia Good Day,Snacks,4,35.0,15
ITM-00006,ORD-100003,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,10
ITM-00007,ORD-100003,PRD-209,Whole Wheat Bread,Bakery,5,45.0,0
ITM-00008,ORD-100004,PRD-902,Dettol Soap 75g,Personal Care,5,45.0,5
ITM-00009,ORD-100004,PRD-733,Bisleri Water 1L,Beverages,2,20.0,0
ITM-00010,ORD-100005,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00011,ORD-100006,PRD-601,Tomatoes 1kg,Vegetables,1,35.0,0
ITM-00012,ORD-100006,PRD-803,Maggi 12-pack,Snacks,3,144.0,5
ITM-00013,ORD-100006,PRD-501,Amul Butter 500g,Dairy,4,55.0,10
ITM-00014,ORD-100006,PRD-604,Spinach 500g,Vegetables,5,30.0,10
ITM-00015,ORD-100007,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,0
ITM-00016,ORD-100007,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,10
ITM-00017,ORD-100007,PRD-211,Multigrain Buns (6pk),Bakery,1,55.0,5
ITM-00018,ORD-100008,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,0
ITM-00019,ORD-100008,PRD-733,Bisleri Water 1L,Beverages,2,20.0,5
ITM-00020,ORD-100009,PRD-733,Bisleri Water 1L,Beverages,5,20.0,0
ITM-00021,ORD-100009,PRD-503,Paneer 200g,Dairy,3,89.0,0
ITM-00022,ORD-100009,PRD-604,Spinach 500g,Vegetables,1,30.0,15
ITM-00023,ORD-100009,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00024,ORD-100010,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,15
ITM-00025,ORD-100010,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00026,ORD-100010,PRD-803,Maggi 12-pack,Snacks,2,144.0,10
ITM-00027,ORD-100010,PRD-731,Tropicana Orange 1L,Beverages,5,99.0,15
ITM-00028,ORD-100011,PRD-209,Whole Wheat Bread,Bakery,5,45.0,0
ITM-00029,ORD-100011,PRD-401,Basmati Rice 5kg,Staples,5,320.0,0
ITM-00030,ORD-100012,PRD-902,Dettol Soap 75g,Personal Care,4,45.0,0
ITM-00031,ORD-100012,PRD-603,Potatoes 1kg,Vegetables,5,22.0,15
ITM-00032,ORD-100012,PRD-210,Brown Bread,Bakery,3,40.0,10
ITM-00033,ORD-100013,PRD-503,Paneer 200g,Dairy,4,89.0,0
ITM-00034,ORD-100013,PRD-733,Bisleri Water 1L,Beverages,4,20.0,10
ITM-00035,ORD-100014,PRD-802,Britannia Good Day,Snacks,2,35.0,0
ITM-00036,ORD-100014,PRD-501,Amul Butter 500g,Dairy,2,55.0,15
ITM-00037,ORD-100014,PRD-801,Lays Classic Salted,Snacks,4,20.0,5
ITM-00038,ORD-100015,PRD-401,Basmati Rice 5kg,Staples,5,320.0,0
ITM-00039,ORD-100015,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,10
ITM-00040,ORD-100016,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,0
ITM-00041,ORD-100017,PRD-401,Basmati Rice 5kg,Staples,5,320.0,0
ITM-00042,ORD-100017,PRD-501,Amul Butter 500g,Dairy,3,55.0,0
ITM-00043,ORD-100018,PRD-402,Toor Dal 1kg,Staples,4,145.0,0
ITM-00044,ORD-100018,PRD-211,Multigrain Buns (6pk),Bakery,1,55.0,5
ITM-00045,ORD-100018,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,0
ITM-00046,ORD-100018,PRD-733,Bisleri Water 1L,Beverages,5,20.0,15
ITM-00047,ORD-100019,PRD-603,Potatoes 1kg,Vegetables,3,22.0,10
ITM-00048,ORD-100019,PRD-401,Basmati Rice 5kg,Staples,5,320.0,0
ITM-00049,ORD-100019,PRD-803,Maggi 12-pack,Snacks,5,144.0,15
ITM-00050,ORD-100019,PRD-602,Onions 1kg,Vegetables,1,28.0,0
ITM-00051,ORD-100020,PRD-211,Multigrain Buns (6pk),Bakery,1,55.0,5
ITM-00052,ORD-100021,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,5
ITM-00053,ORD-100021,PRD-803,Maggi 12-pack,Snacks,1,144.0,10
ITM-00054,ORD-100021,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,15
ITM-00055,ORD-100022,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00056,ORD-100022,PRD-803,Maggi 12-pack,Snacks,4,144.0,15
ITM-00057,ORD-100022,PRD-401,Basmati Rice 5kg,Staples,3,320.0,15
ITM-00058,ORD-100023,PRD-903,Head & Shoulders 180ml,Personal Care,5,199.0,0
ITM-00059,ORD-100023,PRD-803,Maggi 12-pack,Snacks,3,144.0,10
ITM-00060,ORD-100024,PRD-402,Toor Dal 1kg,Staples,3,145.0,5
ITM-00061,ORD-100024,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,0
ITM-00062,ORD-100024,PRD-209,Whole Wheat Bread,Bakery,4,45.0,10
ITM-00063,ORD-100024,PRD-211,Multigrain Buns (6pk),Bakery,1,55.0,5
ITM-00064,ORD-100025,PRD-903,Head & Shoulders 180ml,Personal Care,5,199.0,5
ITM-00065,ORD-100026,PRD-603,Potatoes 1kg,Vegetables,1,22.0,15
ITM-00066,ORD-100026,PRD-604,Spinach 500g,Vegetables,5,30.0,0
ITM-00067,ORD-100026,PRD-209,Whole Wheat Bread,Bakery,2,45.0,0
ITM-00068,ORD-100027,PRD-801,Lays Classic Salted,Snacks,4,20.0,5
ITM-00069,ORD-100027,PRD-733,Bisleri Water 1L,Beverages,2,20.0,5
ITM-00070,ORD-100027,PRD-602,Onions 1kg,Vegetables,5,28.0,0
ITM-00071,ORD-100028,PRD-401,Basmati Rice 5kg,Staples,4,320.0,0
ITM-00072,ORD-100028,PRD-803,Maggi 12-pack,Snacks,4,144.0,10
ITM-00073,ORD-100028,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,0
ITM-00074,ORD-100029,PRD-601,Tomatoes 1kg,Vegetables,4,35.0,0
ITM-00075,ORD-100029,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,10
ITM-00076,ORD-100029,PRD-902,Dettol Soap 75g,Personal Care,5,45.0,0
ITM-00077,ORD-100029,PRD-210,Brown Bread,Bakery,1,40.0,5
ITM-00078,ORD-100030,PRD-902,Dettol Soap 75g,Personal Care,5,45.0,5
ITM-00079,ORD-100030,PRD-503,Paneer 200g,Dairy,3,89.0,15
ITM-00080,ORD-100030,PRD-402,Toor Dal 1kg,Staples,4,145.0,10
ITM-00081,ORD-100030,PRD-903,Head & Shoulders 180ml,Personal Care,1,199.0,10
ITM-00082,ORD-100031,PRD-401,Basmati Rice 5kg,Staples,3,320.0,0
ITM-00083,ORD-100032,PRD-604,Spinach 500g,Vegetables,2,30.0,0
ITM-00084,ORD-100032,PRD-803,Maggi 12-pack,Snacks,4,144.0,15
ITM-00085,ORD-100033,PRD-803,Maggi 12-pack,Snacks,4,144.0,15
ITM-00086,ORD-100033,PRD-401,Basmati Rice 5kg,Staples,3,320.0,5
ITM-00087,ORD-100033,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00088,ORD-100034,PRD-733,Bisleri Water 1L,Beverages,1,20.0,10
ITM-00089,ORD-100034,PRD-501,Amul Butter 500g,Dairy,4,55.0,0
ITM-00090,ORD-100034,PRD-803,Maggi 12-pack,Snacks,2,144.0,10
ITM-00091,ORD-100034,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,0
ITM-00092,ORD-100035,PRD-803,Maggi 12-pack,Snacks,3,144.0,15
ITM-00093,ORD-100036,PRD-604,Spinach 500g,Vegetables,1,30.0,5
ITM-00094,ORD-100036,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00095,ORD-100036,PRD-402,Toor Dal 1kg,Staples,2,145.0,15
ITM-00096,ORD-100037,PRD-603,Potatoes 1kg,Vegetables,3,22.0,15
ITM-00097,ORD-100038,PRD-501,Amul Butter 500g,Dairy,5,55.0,0
ITM-00098,ORD-100038,PRD-901,Colgate MaxFresh 150g,Personal Care,1,89.0,15
ITM-00099,ORD-100038,PRD-802,Britannia Good Day,Snacks,4,35.0,15
ITM-00100,ORD-100038,PRD-402,Toor Dal 1kg,Staples,3,145.0,15
ITM-00101,ORD-100039,PRD-903,Head & Shoulders 180ml,Personal Care,5,199.0,15
ITM-00102,ORD-100039,PRD-802,Britannia Good Day,Snacks,2,35.0,5
ITM-00103,ORD-100039,PRD-602,Onions 1kg,Vegetables,1,28.0,5
ITM-00104,ORD-100040,PRD-802,Britannia Good Day,Snacks,1,35.0,5
ITM-00105,ORD-100040,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00106,ORD-100040,PRD-403,Aashirvaad Atta 5kg,Staples,1,265.0,5
ITM-00107,ORD-100041,PRD-803,Maggi 12-pack,Snacks,2,144.0,0
ITM-00108,ORD-100041,PRD-731,Tropicana Orange 1L,Beverages,2,99.0,10
ITM-00109,ORD-100042,PRD-803,Maggi 12-pack,Snacks,1,144.0,0
ITM-00110,ORD-100042,PRD-402,Toor Dal 1kg,Staples,3,145.0,0
ITM-00111,ORD-100043,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00112,ORD-100043,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,15
ITM-00113,ORD-100044,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,0
ITM-00114,ORD-100044,PRD-210,Brown Bread,Bakery,5,40.0,15
ITM-00115,ORD-100044,PRD-503,Paneer 200g,Dairy,5,89.0,10
ITM-00116,ORD-100045,PRD-209,Whole Wheat Bread,Bakery,4,45.0,5
ITM-00117,ORD-100045,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,5
ITM-00118,ORD-100045,PRD-802,Britannia Good Day,Snacks,3,35.0,5
ITM-00119,ORD-100045,PRD-731,Tropicana Orange 1L,Beverages,4,99.0,5
ITM-00120,ORD-100046,PRD-503,Paneer 200g,Dairy,4,89.0,0
ITM-00121,ORD-100047,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,10
ITM-00122,ORD-100047,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,0
ITM-00123,ORD-100047,PRD-602,Onions 1kg,Vegetables,1,28.0,10
ITM-00124,ORD-100047,PRD-502,Amul Full Cream Milk 1L,Dairy,5,68.0,0
ITM-00125,ORD-100048,PRD-901,Colgate MaxFresh 150g,Personal Care,3,89.0,0
ITM-00126,ORD-100049,PRD-601,Tomatoes 1kg,Vegetables,4,35.0,0
ITM-00127,ORD-100049,PRD-602,Onions 1kg,Vegetables,2,28.0,0
ITM-00128,ORD-100050,PRD-603,Potatoes 1kg,Vegetables,4,22.0,10
ITM-00129,ORD-100050,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,5
ITM-00130,ORD-100050,PRD-602,Onions 1kg,Vegetables,3,28.0,0
ITM-00131,ORD-100051,PRD-501,Amul Butter 500g,Dairy,2,55.0,0
ITM-00132,ORD-100052,PRD-801,Lays Classic Salted,Snacks,3,20.0,0
ITM-00133,ORD-100052,PRD-802,Britannia Good Day,Snacks,4,35.0,15
ITM-00134,ORD-100053,PRD-902,Dettol Soap 75g,Personal Care,4,45.0,0
ITM-00135,ORD-100053,PRD-602,Onions 1kg,Vegetables,3,28.0,0
ITM-00136,ORD-100053,PRD-401,Basmati Rice 5kg,Staples,5,320.0,5
ITM-00137,ORD-100053,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00138,ORD-100054,PRD-503,Paneer 200g,Dairy,1,89.0,10
ITM-00139,ORD-100054,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
