item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00855,ORD-100321,PRD-502,Amul Full Cream Milk 1L,Dairy,5,68.0,0
ITM-00856,ORD-100321,PRD-902,Dettol Soap 75g,Personal Care,1,45.0,5
ITM-00857,ORD-100321,PRD-503,Paneer 200g,Dairy,3,89.0,15
ITM-00858,ORD-100321,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,0
ITM-00859,ORD-100322,PRD-731,Tropicana Orange 1L,Beverages,5,99.0,0
ITM-00860,ORD-100322,PRD-210,Brown Bread,Bakery,4,40.0,5
ITM-00861,ORD-100322,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,10
ITM-00862,ORD-100322,PRD-501,Amul Butter 500g,Dairy,3,55.0,5
ITM-00863,ORD-100323,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
ITM-00864,ORD-100323,PRD-802,Britannia Good Day,Snacks,1,35.0,15
ITM-00865,ORD-100323,PRD-210,Brown Bread,Bakery,2,40.0,5
ITM-00866,ORD-100323,PRD-803,Maggi 12-pack,Snacks,1,144.0,5
ITM-00867,ORD-100324,PRD-209,Whole Wheat Bread,Bakery,1,45.0,5
ITM-00868,ORD-100325,PRD-502,Amul Full Cream Milk 1L,Dairy,2,68.0,0
ITM-00869,ORD-100325,PRD-803,Maggi 12-pack,Snacks,1,144.0,0
ITM-00870,ORD-100326,PRD-211,Multigrain Buns (6pk),Bakery,1,55.0,0
ITM-00871,ORD-100326,PRD-501,Amul Butter 500g,Dairy,2,55.0,0
ITM-00872,ORD-100326,PRD-604,Spinach 500g,Vegetables,5,30.0,0
ITM-00873,ORD-100326,PRD-503,Paneer 200g,Dairy,4,89.0,15
ITM-00874,ORD-100327,PRD-901,Colgate MaxFresh 150g,Personal Care,3,89.0,5
ITM-00875,ORD-100327,PRD-503,Paneer 200g,Dairy,1,89.0,10
ITM-00876,ORD-100327,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,0
ITM-00877,ORD-100327,PRD-401,Basmati Rice 5kg,Staples,1,320.0,10
ITM-00878,ORD-100328,PRD-210,Brown Bread,Bakery,4,40.0,5
ITM-00879,ORD-100329,PRD-802,Britannia Good Day,Snacks,2,35.0,0
ITM-00880,ORD-100330,PRD-732,Real Guava Juice 1L,Beverages,2,85.0,5
ITM-00881,ORD-100330,PRD-209,Whole Wheat Bread,Bakery,2,45.0,0
ITM-00882,ORD-100330,PRD-602,Onions 1kg,Vegetables,4,28.0,10
ITM-00883,ORD-100331,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00884,ORD-100331,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,0
ITM-00885,ORD-100332,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,10
ITM-00886,ORD-100332,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00887,ORD-100333,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,10
ITM-00888,ORD-100333,PRD-402,Toor Dal 1kg,Staples,2,145.0,10
ITM-00889,ORD-100334,PRD-603,Potatoes 1kg,Vegetables,4,22.0,0
ITM-00890,ORD-100335,PRD-732,Real Guava Juice 1L,Beverages,1,85.0,5
ITM-00891,ORD-100335,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00892,ORD-100335,PRD-503,Paneer 200g,Dairy,4,89.0,10
ITM-00893,ORD-100336,PRD-902,Dettol Soap 75g,Personal Care,1,45.0,5
ITM-00894,ORD-100336,PRD-603,Potatoes 1kg,Vegetables,3,22.0,10
ITM-00895,ORD-100336,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00896,ORD-100337,PRD-801,Lays Classic Salted,Snacks,3,20.0,0
ITM-00897,ORD-100338,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,15
ITM-00898,ORD-100338,PRD-802,Britannia Good Day,Snacks,5,35.0,15
ITM-00899,ORD-100338,PRD-209,Whole Wheat Bread,Bakery,2,45.0,15
ITM-00900,ORD-100339,PRD-604,Spinach 500g,Vegetables,5,30.0,15
ITM-00901,ORD-100340,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00902,ORD-100340,PRD-503,Paneer 200g,Dairy,3,89.0,0
ITM-00903,ORD-100341,PRD-604,Spinach 500g,Vegetables,4,30.0,5
ITM-00904,ORD-100341,PRD-403,Aashirvaad Atta 5kg,Staples,1,265.0,0
ITM-00905,ORD-100342,PRD-603,Potatoes 1kg,Vegetables,3,22.0,0
ITM-00906,ORD-100342,PRD-401,Basmati Rice 5kg,Staples,3,320.0,0
ITM-00907,ORD-100342,PRD-803,Maggi 12-pack,Snacks,4,144.0,0
ITM-00908,ORD-100342,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00909,ORD-100343,PRD-402,Toor Dal 1kg,Staples,5,145.0,0
ITM-00910,ORD-100344,PRD-802,Britannia Good Day,Snacks,1,35.0,0
ITM-00911,ORD-100344,PRD-401,Basmati Rice 5kg,Staples,4,320.0,5
ITM-00912,ORD-100345,PRD-803,Maggi 12-pack,Snacks,3,144.0,15
ITM-00913,ORD-100345,PRD-603,Potatoes 1kg,Vegetables,1,22.0,15
ITM-00914,ORD-100346,PRD-502,Amul Full Cream Milk 1L,Dairy,2,68.0,10
ITM-00915,ORD-100346,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00916,ORD-100346,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00917,ORD-100347,PRD-601,Tomatoes 1kg,Vegetables,3,35.0,5
ITM-00918,ORD-100347,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00919,ORD-100347,PRD-602,Onions 1kg,Vegetables,3,28.0,0
ITM-00920,ORD-100348,PRD-602,Onions 1kg,Vegetables,1,28.0,0
ITM-00921,ORD-100348,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00922,ORD-100348,PRD-803,Maggi 12-pack,Snacks,4,144.0,10
ITM-00923,ORD-100348,PRD-901,Colgate MaxFresh 150g,Personal Care,3,89.0,0
ITM-00924,ORD-100349,PRD-803,Maggi 12-pack,Snacks,4,144.0,0
ITM-00925,ORD-100349,PRD-210,Brown Bread,Bakery,5,40.0,5
ITM-00926,ORD-100349,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,0
ITM-00927,ORD-100349,PRD-211,Multigrain Buns (6pk),Bakery,5,55.0,0
ITM-00928,ORD-100350,PRD-209,Whole Wheat Bread,Bakery,4,45.0,0
ITM-00929,ORD-100350,PRD-902,Dettol Soap 75g,Personal Care,4,45.0,15
ITM-00930,ORD-100350,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
ITM-00931,ORD-100350,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00932,ORD-100351,PRD-733,Bisleri Water 1L,Beverages,2,20.0,10
ITM-00933,ORD-100352,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,10
ITM-00934,ORD-100352,PRD-401,Basmati Rice 5kg,Staples,2,320.0,15
ITM-00935,ORD-100352,PRD-801,Lays Classic Salted,Snacks,2,20.0,0
ITM-00936,ORD-100353,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00937,ORD-100353,PRD-501,Amul Butter 500g,Dairy,4,55.0,5
ITM-00938,ORD-100353,PRD-801,Lays Classic Salted,Snacks,3,20.0,0
