order_id,customer_id,order_date,city,payment_mode,status
ORD-100256,CUST-1036,2024-04-16 10:25:50,Mumbai,UPI,delivered
ORD-100257,CUST-1017,2024-04-16 22:14:20,Bengaluru,Card,returned
ORD-100258,,2024-04-16 21:17:55,Delhi,COD,returned
ORD-100259,CUST-1003,2024-04-16 18:49:39,Delhi,Card,delivered
ORD-100260,,2024-04-16 08:12:06,Bengaluru,COD,cancelled
ORD-100261,CUST-1027,2024-04-16 22:59:56,Delhi,Wallet,delivered
ORD-100262,,2024-04-16 15:33:02,Bengaluru,Card,delivered
ORD-100263,CUST-1023,2024-04-16 20:47:06,Bengaluru,Card,returned
ORD-100264,CUST-1042,2024-04-16 14:36:34,Delhi,Wallet,delivered
ORD-100265,,2024-04-16 17:01:49,Delhi,COD,delivered
ORD-100266,CUST-1023,2024-04-16 22:52:57,Bengaluru,UPI,returned
ORD-100267,CUST-1002,2024-04-16 19:03:19,Bengaluru,UPI,returned
ORD-100268,CUST-1065,2024-04-16 09:14:27,Delhi,Wallet,delivered
ORD-100269,CUST-1026,2024-04-16 22:25:41,Delhi,COD,returned
ORD-100270,CUST-1045,2024-04-16 13:20:22,Delhi,UPI,returned
ORD-100271,CUST-1011,2024-04-16 10:47:03,Mumbai,COD,delivered
ORD-100272,CUST-1034,2024-04-16 22:39:46,Mumbai,UPI,delivered
ORD-100273,,2024-04-16 19:42:17,Mumbai,UPI,delivered
ORD-100274,CUST-1040,2024-04-16 17:31:25,Delhi,UPI,delivered
ORD-100275,CUST-1051,2024-04-16 11:05:46,Delhi,COD,cancelled
ORD-100276,CUST-1017,2024-04-16 13:41:08,Bengaluru,COD,returned
ORD-100277,CUST-1019,2024-04-16 07:48:20,Delhi,Wallet,cancelled
ORD-100278,CUST-1078,2024-04-16 14:38:14,Bengaluru,UPI,delivered
ORD-100279,,2024-04-16 20:14:47,Delhi,COD,delivered
ORD-100280,CUST-1006,2024-04-16 14:33:34,Delhi,UPI,cancelled
ORD-100281,CUST-1051,2024-04-16 16:49:52,Delhi,Wallet,delivered
ORD-100282,,2024-04-16 12:29:37,Bengaluru,Wallet,delivered
ORD-100283,CUST-1079,2024-04-16 12:24:35,Bengaluru,UPI,cancelled
ORD-100284,CUST-1040,2024-04-16 16:46:49,Delhi,Card,cancelled
ORD-100285,CUST-1080,2024-04-16 15:00:29,Delhi,Wallet,cancelled
ORD-100286,CUST-1028,2024-04-16 22:29:26,Delhi,UPI,cancelled
ORD-100287,CUST-1080,2024-04-16 13:03:11,Delhi,UPI,delivered
ORD-100288,CUST-1014,2024-04-16 20:11:10,Delhi,COD,delivered
ORD-100289,CUST-1036,2024-04-16 17:33:26,Mumbai,COD,returned
ORD-100290,CUST-1037,2024-04-16 20:38:54,Mumbai,Card,delivered
ORD-100291,CUST-1060,2024-04-16 10:47:54,Delhi,Wallet,delivered
ORD-100292,CUST-1001,2024-04-16 10:43:21,Delhi,Wallet,delivered
ORD-100293,CUST-1005,2024-04-16 11:30:09,Mumbai,Card,cancelled
ORD-100294,CUST-1009,2024-04-16 11:17:53,Mumbai,Card,delivered
ORD-100295,CUST-1012,2024-04-16 22:56:15,Bengaluru,Wallet,delivered
ORD-100296,CUST-1020,2024-04-16 13:21:59,Mumbai,Card,cancelled
ORD-100297,CUST-1050,2024-04-16 10:00:19,Bengaluru,UPI,delivered
ORD-100298,CUST-1027,2024-04-16 17:12:12,Delhi,Card,delivered
ORD-100299,CUST-1037,2024-04-16 14:10:04,Mumbai,Card,delivered
ORD-100300,CUST-1051,2024-04-16 12:45:38,Delhi,Wallet,returned
ORD-100301,CUST-1060,2024-04-16 22:14:14,Delhi,Card,delivered
ORD-100302,CUST-1014,2024-04-16 19:52:45,Delhi,Card,delivered
ORD-100303,CUST-1071,2024-04-16 12:30:24,Mumbai,Card,delivered
ORD-100304,CUST-1023,2024-04-16 16:25:04,Bengaluru,UPI,returned
ORD-100305,CUST-1079,2024-04-16 21:12:13,Bengaluru,Card,delivered
ORD-100306,CUST-1072,2024-04-16 18:07:55,Mumbai,UPI,delivered
ORD-100307,CUST-1017,2024-04-16 11:00:04,Bengaluru,COD,delivered
ORD-100308,CUST-1050,2024-04-16 18:14:11,Bengaluru,UPI,cancelled
ORD-100309,CUST-1005,2024-04-16 08:36:30,Mumbai,UPI,delivered
ORD-100310,CUST-1032,2024-04-16 22:40:47,Bengaluru,Card,delivered
ORD-100311,,2024-04-16 16:46:50,Bengaluru,Card,returned
ORD-100312,CUST-1036,2024-04-16 15:00:47,Mumbai,COD,delivered
ORD-100313,CUST-1044,2024-04-16 09:09:38,Mumbai,Wallet,delivered
ORD-100314,CUST-1061,2024-04-16 14:24:43,Delhi,Wallet,cancelled
ORD-100315,CUST-1079,2024-04-16 15:21:17,Bengaluru,UPI,delivered
ORD-100316,CUST-1014,2024-04-16 21:22:14,Delhi,Card,delivered
ORD-100317,CUST-1016,2024-04-16 09:54:38,Mumbai,Wallet,delivered
ORD-100318,CUST-1055,2024-04-16 17:16:10,Mumbai,Card,delivered
ORD-100319,CUST-1056,2024-04-16 13:39:41,Delhi,Wallet,delivered
ORD-100320,CUST-1064,2024-04-16 11:41:40,Bengaluru,UPI,delivered
