order_id,customer_id,order_date,city,payment_mode,status
ORD-100055,CUST-1023,2024-04-12 11:48:48,Bengaluru,COD,delivered
ORD-100056,CUST-1010,2024-04-12 16:29:28,Mumbai,UPI,delivered
ORD-100057,CUST-1025,2024-04-12 17:38:30,Bengaluru,COD,returned
ORD-100058,,2024-04-12 17:43:38,Delhi,Card,delivered
ORD-100059,CUST-1019,2024-04-12 18:19:41,Delhi,COD,cancelled
ORD-100060,CUST-1043,2024-04-12 11:42:44,Mumbai,UPI,returned
ORD-100061,CUST-1068,2024-04-12 08:42:21,Delhi,COD,returned
ORD-100062,CUST-1058,2024-04-12 14:34:15,Mumbai,Wallet,delivered
ORD-100063,CUST-1026,2024-04-12 11:55:16,Delhi,Wallet,delivered
ORD-100064,CUST-1019,2024-04-12 20:05:58,Delhi,Wallet,delivered
ORD-100065,CUST-1029,2024-04-12 07:20:59,Bengaluru,Card,delivered
ORD-100066,CUST-1020,2024-04-12 20:07:49,Mumbai,COD,delivered
ORD-100067,CUST-1077,2024-04-12 07:40:32,Bengaluru,COD,returned
ORD-100068,CUST-1065,2024-04-12 07:24:55,Delhi,UPI,cancelled
ORD-100069,CUST-1043,2024-04-12 11:02:22,Mumbai,Card,returned
ORD-100070,CUST-1006,2024-04-12 13:56:02,Delhi,Card,delivered
ORD-100071,CUST-1050,2024-04-12 17:11:31,Bengaluru,Card,cancelled
ORD-100072,CUST-1042,2024-04-12 16:19:28,Delhi,Wallet,returned
ORD-100073,CUST-1057,2024-04-12 08:08:04,Bengaluru,Card,delivered
ORD-100074,CUST-1074,2024-04-12 11:33:23,Delhi,Card,cancelled
ORD-100075,CUST-1072,2024-04-12 10:16:49,Mumbai,Wallet,delivered
ORD-100076,CUST-1071,2024-04-12 16:57:19,Mumbai,COD,delivered
ORD-100077,CUST-1017,2024-04-12 09:04:19,Bengaluru,Wallet,cancelled
ORD-100078,CUST-1076,2024-04-12 12:49:08,Bengaluru,UPI,cancelled
ORD-100079,CUST-1067,2024-04-12 16:54:05,Bengaluru,COD,delivered
ORD-100080,CUST-1078,2024-04-12 17:53:59,Bengaluru,UPI,returned
ORD-100081,CUST-1004,2024-04-12 22:56:40,Bengaluru,Card,returned
ORD-100082,CUST-1078,2024-04-12 11:20:55,Bengaluru,Card,delivered
ORD-100083,CUST-1007,2024-04-12 16:24:55,Mumbai,Wallet,returned
ORD-100084,CUST-1003,2024-04-12 09:25:32,Delhi,COD,cancelled
ORD-100085,CUST-1014,2024-04-12 20:08:56,Delhi,Card,delivered
ORD-100086,CUST-1080,2024-04-12 10:08:06,Delhi,Card,cancelled
ORD-100087,CUST-1006,2024-04-12 08:08:45,Delhi,Wallet,delivered
ORD-100088,CUST-1066,2024-04-12 22:45:36,Bengaluru,Wallet,delivered
ORD-100089,CUST-1022,2024-04-12 19:09:52,Delhi,UPI,delivered
ORD-100090,CUST-1065,2024-04-12 22:55:54,Delhi,COD,delivered
ORD-100091,CUST-1036,2024-04-12 16:14:19,Mumbai,COD,delivered
ORD-100092,CUST-1045,2024-04-12 21:41:16,Delhi,COD,cancelled
ORD-100093,CUST-1068,2024-04-12 14:40:14,Delhi,UPI,delivered
ORD-100094,CUST-1030,2024-04-12 08:58:58,Mumbai,Wallet,delivered
ORD-100095,CUST-1070,2024-04-12 22:56:08,Delhi,Wallet,returned
ORD-100096,CUST-1044,2024-04-12 16:36:43,Mumbai,COD,delivered
ORD-100097,CUST-1035,2024-04-12 17:19:37,Delhi,UPI,returned
ORD-100098,CUST-1038,2024-04-12 18:39:14,Bengaluru,COD,delivered
ORD-100099,CUST-1008,2024-04-12 13:36:34,Bengaluru,COD,delivered
ORD-100100,CUST-1040,2024-04-12 07:25:16,Delhi,COD,delivered
